delocated_monad,10km_location,location_qualifier,easting_sw_delocated,northing_sw_delocated,easting_centroid_delocated,northing_centroid_delocated,plot_number,fizz_test,fizz_test_qualifier,soil_moisture_content,soil_moisture_content_qualifier,ACYC_CO2,ACYC_CO2_qualifier,AKGA_CO2,AKGA_CO2_qualifier,ARA_CO2,ARA_CO2_qualifier,ARG_CO2,ARG_CO2_qualifier,CIT_CO2,CIT_CO2_qualifier,CYS_CO2,CYS_CO2_qualifier,FRU_CO2,FRU_CO2_qualifier,GABA_CO2,GABA_CO2_qualifier,GLU_CO2,GLU_CO2_qualifier,LYS_CO2,LYS_CO2_qualifier,MAL_CO2,MAL_CO2_qualifier,NAGA_CO2,NAGA_CO2_qualifier,OXA_CO2,OXA_CO2_qualifier,PRO_CO2,PRO_CO2_qualifier,TRE_CO2,TRE_CO2_qualifier,WAT_CO2,WAT_CO2_qualifier
SD49-X-92,SD49,Sample location delocated to a 10km square (see metadata),340000,490000,345000,495000,1,0,,31.85,,1.13,,7.69,,2.97,,2.04,,4.6,,1.89,,4.15,,1.99,,4.91,,1.33,,5.18,,3.36,,2.3,,2.73,,3.29,,0.64,
SD49-X-92,SD49,Sample location delocated to a 10km square (see metadata),340000,490000,345000,495000,2,0,,31.35,,1.08,,7.44,,2.81,,2.16,,4.55,,1.81,,4.24,,2.29,,3.36,,1.15,,4.46,,2.87,,2.32,,2.31,,3.89,,0.84,
SD49-X-92,SD49,Sample location delocated to a 10km square (see metadata),340000,490000,345000,495000,3,0,,32.8,,1.31,,6.55,,3.28,,2.06,,3.86,,1.9,,4.43,,2.32,,5.45,,1.43,,6.16,,3.87,,2.51,,2.68,,4.36,,0.93,
SD49-X-92,SD49,Sample location delocated to a 10km square (see metadata),340000,490000,345000,495000,4,0,,33.16,,1.02,,9.42,,3.63,,2.21,,5.8,,2.23,,4.89,,2.15,,4.74,,1.34,,5.79,,3.13,,3.16,,2.59,,4.1,,0.7,
SD49-X-92,SD49,Sample location delocated to a 10km square (see metadata),340000,490000,345000,495000,5,0,,32.12,,0.96,,5.42,,2.5,,2.13,,2.69,,1.65,,3.53,,1.78,,3.85,,1.11,,3.95,,3.09,,1.73,,1.78,,2.72,,0.69,
SD54-X-87,SD54,Sample location delocated to a 10km square (see metadata),350000,440000,355000,445000,1,0,,42.14,,2.64,,6.83,,6.72,,4.56,,4.39,,4.13,,10,,4.75,,10.93,,2.62,,9.06,,8.66,,4.09,,5.36,,6.36,,1.61,
SD54-X-87,SD54,Sample location delocated to a 10km square (see metadata),350000,440000,355000,445000,2,0,,35.71,,1.39,,5.19,,3.87,,3.25,,3.64,,2.89,,5.8,,2.76,,6.37,,1.55,,6.72,,4.45,,3.01,,3.62,,4.31,,0.69,
SD54-X-87,SD54,Sample location delocated to a 10km square (see metadata),350000,440000,355000,445000,3,0,,40.65,,2.27,,6.14,,5.65,,4.63,,4.49,,3.61,,8.78,,3.34,,8.49,,2.18,,8.07,,7.07,,3.9,,7.33,,6.1,,1.06,
SD54-X-87,SD54,Sample location delocated to a 10km square (see metadata),350000,440000,355000,445000,4,0,,35.55,,2.07,,12.91,,3.52,,0.47,,8.14,,5.72,,6.24,,1.87,,6.84,,1.94,,12.16,,3.36,,5.89,,3.01,,4.22,,0.86,
SD58-X-17,SD58,Sample location delocated to a 10km square (see metadata),350000,480000,355000,485000,1,0,,42.38,,2.53,,8.9,,6.85,,5.17,,5.35,,3.87,,11.78,,4.89,,11.38,,2.68,,8.88,,9.43,,4.07,,5.67,,7.33,,1.58,
SD58-X-17,SD58,Sample location delocated to a 10km square (see metadata),350000,480000,355000,485000,2,0,,41.88,,1.26,,6.96,,3.25,,3.6,,3.57,,3,,5.37,,2.84,,5.82,,1.85,,5.52,,3.78,,3,,2.99,,4.04,,0.89,
SD58-X-17,SD58,Sample location delocated to a 10km square (see metadata),350000,480000,355000,485000,3,0,,55.44,,3.88,,14.15,,8.98,,7.37,,8.07,,6.14,,13.07,,6.45,,14.2,,3.79,,14.25,,12.25,,7.03,,8.51,,9.67,,2.39,
SD58-X-17,SD58,Sample location delocated to a 10km square (see metadata),350000,480000,355000,485000,4,0,,36.64,,1.08,,8.08,,2.27,,2.85,,4.28,,2,,4.61,,2.4,,5.61,,1.15,,5.3,,3.48,,2.45,,2.74,,3.62,,0.85,
SD62-X-00,SD62,Sample location delocated to a 10km square (see metadata),360000,420000,365000,425000,1,0,,27.93,,0.93,,3.41,,2.41,,2.36,,2.22,,1.84,,4.25,,2.19,,4.3,,1.02,,3.54,,3.21,,1.66,,1.79,,2.96,,0.58,
SD62-X-00,SD62,Sample location delocated to a 10km square (see metadata),360000,420000,365000,425000,2,0,,35.67,,0.98,,2.84,,2.61,,1.78,,1.99,,2.28,,3.36,,1.95,,3.9,,1,,4.6,,2.7,,2.22,,2.29,,3.15,,0.63,
SD62-X-00,SD62,Sample location delocated to a 10km square (see metadata),360000,420000,365000,425000,5,0,,39.13,,1.73,,5.25,,5.1,,2.73,,3.45,,2.9,,4.93,,2.57,,5.68,,1.55,,8.34,,5.64,,3.48,,3.37,,3.78,,0.95,
SD62-X-06,SD62,Sample location delocated to a 10km square (see metadata),360000,420000,365000,425000,1,0,,50.09,,3.54,,10.41,,7.7,,6.33,,6.1,,4.77,,10.7,,6.06,,11.44,,3.86,,8.74,,9.88,,4.84,,6.33,,8.04,,3.42,
SD66-X-45,SD66,Sample location delocated to a 10km square (see metadata),360000,460000,365000,465000,1,0,,35.65,,1.73,,6.13,,4.3,,3.41,,3.82,,2.77,,5.85,,2.63,,5.79,,1.71,,6.23,,4.39,,3.54,,4.06,,5,,0.88,
SD66-X-45,SD66,Sample location delocated to a 10km square (see metadata),360000,460000,365000,465000,2,0,,32.71,,1.43,,5.58,,3.48,,2.53,,3.73,,2.21,,4.46,,2.44,,5.58,,1.37,,5.78,,4.59,,3.07,,2.84,,4.42,,0.81,
SD66-X-45,SD66,Sample location delocated to a 10km square (see metadata),360000,460000,365000,465000,3,0,,36.5,,1.88,,7.31,,5.79,,4.66,,5.25,,3.01,,7.17,,4.05,,7.97,,1.95,,7.14,,6.19,,4.24,,5.07,,5.93,,1.11,
SD66-X-45,SD66,Sample location delocated to a 10km square (see metadata),360000,460000,365000,465000,4,0,,78.97,,8.66,,14.4,,17.83,,15.52,,15.73,,13.09,,24.22,,11.8,,23.15,,11.58,,30.9,,19.98,,17.91,,14.91,,21.89,,5.69,
SD69-X-74,SD69,Sample location delocated to a 10km square (see metadata),360000,490000,365000,495000,1,0,,37.55,,1.63,,11.23,,5.07,,4.73,,6.45,,3.1,,7.63,,3.73,,8.9,,2.16,,9.06,,5.21,,4.68,,5.09,,5.92,,0.87,
SD69-X-74,SD69,Sample location delocated to a 10km square (see metadata),360000,490000,365000,495000,2,0,,42.02,,1.52,,6.26,,4.57,,3.74,,3.77,,3.27,,6.92,,2.97,,7.61,,2.12,,8.07,,5,,4.72,,5.78,,6.61,,0.94,
SD72-X-32,SD72,Sample location delocated to a 10km square (see metadata),370000,420000,375000,425000,4,0,,44.36,,1.87,,3.61,,3.09,,2.91,,2.57,,3.19,,3.62,,2.34,,4.26,,1.77,,3.6,,2.89,,3.16,,2.7,,3.67,,1.44,
SD72-X-32,SD72,Sample location delocated to a 10km square (see metadata),370000,420000,375000,425000,6,0,,36.7,,2.01,,7.13,,4.23,,3.57,,4.32,,2.93,,5.75,,3.41,,6.57,,2.11,,5.87,,4.96,,2.96,,3.33,,4.68,,1.63,
SD72-X-35,SD72,Sample location delocated to a 10km square (see metadata),370000,420000,375000,425000,3,0,,40.71,,1.57,,6.59,,4.52,,2.95,,4.13,,3.34,,6.41,,2.9,,7.33,,1.74,,8.13,,5.95,,3.83,,3.32,,5.7,,1.09,
SD73-X-55,SD73,Sample location delocated to a 10km square (see metadata),370000,430000,375000,435000,4,0,,33.2,,1.03,,4.75,,3.41,,2.14,,2.91,,2.17,,4.19,,1.96,,4.57,,1.15,,4.99,,3.9,,3.06,,2.88,,3.78,,0.64,
SD74-X-35,SD74,Sample location delocated to a 10km square (see metadata),370000,440000,375000,445000,2,0,,42.18,,2.06,,13.07,,6.93,,4.81,,8.72,,4.17,,10.18,,3.66,,9.3,,2,,8.12,,6.3,,4.4,,5.96,,7.39,,1.01,
SD77-X-31,SD77,Sample location delocated to a 10km square (see metadata),370000,470000,375000,475000,1,0,,71.27,,4.5,,7.39,,7.48,,7.72,,6.16,,7.12,,7.98,,6.4,,8.28,,4.66,,10.52,,11.89,,8.25,,8.45,,11.09,,3.36,
SD77-X-31,SD77,Sample location delocated to a 10km square (see metadata),370000,470000,375000,475000,3,0,,68.06,,3.06,,8.02,,6.49,,6.62,,5.49,,4.31,,7.52,,4.18,,10.1,,4.11,,8.57,,11.8,,7.05,,5.2,,7.29,,2.47,
SD77-X-31,SD77,Sample location delocated to a 10km square (see metadata),370000,470000,375000,475000,4,0,,52.09,,1.8,,4.97,,4.38,,3.41,,3.9,,4.06,,6.05,,3.64,,6.64,,1.87,,7.6,,5.13,,4.11,,4.59,,5.01,,1.19,
SD96-X-45,SD96,Sample location delocated to a 10km square (see metadata),390000,460000,395000,465000,1,1,,50.24,,4.29,,12.37,,8.53,,2.54,,7.19,,5.1,,11.42,,4.16,,10.95,,3.11,,14.27,,9.03,,5.37,,6.37,,8.65,,1.73,
SD96-X-45,SD96,Sample location delocated to a 10km square (see metadata),390000,460000,395000,465000,3,0,,32.44,,1.4,,3.28,,2.2,,1.46,,2.61,,2.71,,3.2,,2.22,,3.96,,1.38,,4.16,,3.66,,1.82,,3.38,,2.67,,0.75,
SD96-X-45,SD96,Sample location delocated to a 10km square (see metadata),390000,460000,395000,465000,4,0,,38.12,,2.88,,16.05,,8.9,,3.93,,10.79,,4.22,,10.68,,5.11,,10.02,,3.31,,12.49,,8.49,,7.21,,5.93,,8.84,,1.82,
SE09-X-40,SE09,Sample location delocated to a 10km square (see metadata),400000,490000,405000,495000,1,0,,36.46,,2.25,,6.43,,5.08,,3.47,,4.49,,3.23,,6.95,,2.89,,6.51,,2.05,,5.89,,4.2,,2.8,,4.51,,5.56,,1.29,
SE09-X-40,SE09,Sample location delocated to a 10km square (see metadata),400000,490000,405000,495000,3,1,,39.69,,2.71,,14.62,,5.43,,3.11,,10.86,,5.18,,7.13,,3.5,,8.27,,3.27,,11.7,,5.74,,5.5,,4.57,,5.32,,1.72,
SE09-X-40,SE09,Sample location delocated to a 10km square (see metadata),400000,490000,405000,495000,4,0,,41.37,,2.68,,7.87,,5.22,,1.86,,5.67,,3.79,,6.97,,3.12,,7.43,,2.33,,7.86,,4.92,,3.06,,6.06,,6.34,,1.22,
SE09-X-40,SE09,Sample location delocated to a 10km square (see metadata),400000,490000,405000,495000,5,0,,38.03,,2.15,,9.42,,4.86,,3.96,,6.92,,2.92,,5.19,,3.07,,6.25,,1.91,,5.93,,3.99,,4.6,,4.2,,5.32,,1.55,
SE15-X-46,SE15,Sample location delocated to a 10km square (see metadata),410000,450000,415000,455000,2,0,,40.76,,2.07,,4.98,,4.44,,4.58,,3.38,,3.37,,7.1,,3.9,,7.24,,2.01,,6.01,,6.48,,2.83,,4.58,,6.01,,1.12,
SE15-X-46,SE15,Sample location delocated to a 10km square (see metadata),410000,450000,415000,455000,3,0,,76.22,,4.56,,10.03,,7.04,,9.64,,6.08,,6.68,,7.76,,6.65,,7.01,,6.53,,10.16,,10.69,,6.46,,7.59,,10.29,,4.21,
SE15-X-46,SE15,Sample location delocated to a 10km square (see metadata),410000,450000,415000,455000,4,0,,38.6,,1.97,,4.97,,3.41,,3.65,,2.98,,2.8,,4.77,,2.55,,5.13,,1.7,,4.67,,4.39,,2.12,,3.21,,4.48,,1.09,
SE27-X-41,SE27,Sample location delocated to a 10km square (see metadata),420000,470000,425000,475000,5,0,,43.52,,2.45,,5.58,,5.13,,4.36,,3.5,,3.67,,6.6,,3.89,,6.38,,2.15,,5.46,,5.46,,3.48,,4.93,,5.17,,1.42,
SE40-X-23,SE40,Sample location delocated to a 10km square (see metadata),440000,400000,445000,405000,1,0,,17.7,,0.55,,3.53,,1.03,,0.81,,1.26,,0.84,,1.69,,0.72,,1.94,,0.5,,1.42,,1.24,,0.82,,0.99,,1.45,,0.29,
SE40-X-23,SE40,Sample location delocated to a 10km square (see metadata),440000,400000,445000,405000,2,0,,17.78,,0.62,,5.35,,1.48,,1.04,,2.27,,1.24,,2.11,,0.83,,2.14,,0.61,,2.12,,1.74,,1.47,,1.38,,1.74,,0.28,
SE40-X-23,SE40,Sample location delocated to a 10km square (see metadata),440000,400000,445000,405000,5,0,,17.7,,0.65,,6.73,,1.52,,1.2,,3.61,,0.96,,2.07,,0.92,,2.18,,0.54,,2.59,,1.48,,1.86,,1.04,,1.99,,0.35,
SE44-X-57,SE44,Sample location delocated to a 10km square (see metadata),440000,440000,445000,445000,1,0,,25.8,,1.59,,12.12,,4.43,,1.65,,9.3,,2.48,,4.54,,1.97,,5.5,,1.3,,7.09,,3.5,,2.8,,2.47,,3.67,,0.6,
SE44-X-57,SE44,Sample location delocated to a 10km square (see metadata),440000,440000,445000,445000,4,0,,13.43,,0.55,,7.03,,1.8,,1.04,,4.2,,0.71,,1.71,,0.89,,2.28,,0.41,,3.15,,1.45,,1.6,,1.08,,1.26,,0.28,
SE44-X-57,SE44,Sample location delocated to a 10km square (see metadata),440000,440000,445000,445000,5,1,,15.26,,0.52,,7.43,,1.57,,0.36,,6.48,,2.52,,2.25,,0.83,,2.53,,0.79,,6.08,,1.09,,3.52,,0.59,,1.3,,0.39,
SE46-X-14,SE46,Sample location delocated to a 10km square (see metadata),440000,460000,445000,465000,2,1,,19.06,,0.59,,8.14,,1.63,,0.2,,5.31,,3.04,,2.54,,0.57,,2.72,,0.77,,6,,1.17,,3.91,,1.48,,1.16,,0.32,
SE46-X-14,SE46,Sample location delocated to a 10km square (see metadata),440000,460000,445000,465000,3,0,,16.57,,0.43,,3.65,,0.71,,0.64,,1.47,,0.91,,1.17,,0.53,,1.16,,0.4,,1.46,,0.85,,0.78,,0.82,,0.87,,0.25,
SE50-X-87,SE50,Sample location delocated to a 10km square (see metadata),450000,400000,455000,405000,2,0,,10.29,,0.36,,4.57,,0.42,,0.15,,3.63,,1.52,,0.58,,0.31,,0.36,,0.39,,3.71,,0.33,,2.17,,0.43,,0.3,,0.23,
SE50-X-87,SE50,Sample location delocated to a 10km square (see metadata),450000,400000,455000,405000,4,2,,33.7,,1.91,,9.18,,3.04,,1.37,,6.7,,4.11,,4.33,,1.84,,4.24,,1.63,,8.16,,2.84,,5.33,,2.26,,3.49,,0.75,
SE50-X-87,SE50,Sample location delocated to a 10km square (see metadata),450000,400000,455000,405000,5,1,,34.94,,1.79,,11.6,,3.13,,0.79,,6.93,,4.83,,4.08,,1.62,,4.47,,1.49,,9.4,,3.27,,7.55,,2.61,,4.19,,0.72,
SE60-X-43,SE60,Sample location delocated to a 10km square (see metadata),460000,400000,465000,405000,1,0,,22.03,,0.97,,4.2,,1.96,,0.78,,1.96,,1.89,,3.11,,1.06,,3,,0.75,,2.6,,1.88,,0.82,,1.78,,2.5,,0.41,
SE60-X-43,SE60,Sample location delocated to a 10km square (see metadata),460000,400000,465000,405000,4,0,,17.8,,1.34,,6.39,,2.08,,1.92,,4.12,,1.82,,3.04,,1.59,,3.45,,0.79,,3.12,,2.07,,2.06,,2.08,,2.4,,0.47,
SE78-X-35,SE78,Sample location delocated to a 10km square (see metadata),470000,480000,475000,485000,1,0,,16.93,,0.62,,2.92,,1.55,,0.85,,1.47,,1.01,,2.34,,0.9,,2.37,,0.56,,1.91,,1.72,,1.23,,1.03,,2.21,,0.5,
SE86-X-22,SE86,Sample location delocated to a 10km square (see metadata),480000,460000,485000,465000,1,3,,41.32,,2.45,,10.39,,8.41,,2.82,,10.1,,2.92,,9.49,,3.93,,11.75,,3.35,,11.62,,6.45,,2.29,,3.19,,9.26,,1.13,
SE86-X-22,SE86,Sample location delocated to a 10km square (see metadata),480000,460000,485000,465000,2,3,,39.42,,2.21,,9.3,,7.96,,2.32,,8.34,,2.74,,10.17,,3.55,,9.92,,2.65,,10.91,,5.8,,1.74,,2.74,,8.45,,1.05,
SE91-X-53,SE91,Sample location delocated to a 10km square (see metadata),490000,410000,495000,415000,1,1,,29.63,,0.77,,10.14,,1.91,,0.28,,8.78,,5.78,,2.82,,0.74,,2.64,,0.88,,8.43,,1.47,,7.34,,1.76,,1.36,,0.41,
SE91-X-53,SE91,Sample location delocated to a 10km square (see metadata),490000,410000,495000,415000,2,1,,28.78,,0.93,,6.7,,2.46,,0.64,,4.49,,2.25,,3.7,,1.03,,3.17,,0.85,,3.19,,1.89,,1.5,,2.89,,2.77,,0.43,
SE91-X-53,SE91,Sample location delocated to a 10km square (see metadata),490000,410000,495000,415000,3,1,,26.09,,0.87,,11.23,,2.5,,0.43,,9.36,,5.85,,3.47,,1.08,,4.08,,0.99,,8.35,,1.83,,7.45,,2.13,,2.24,,0.46,
SE91-X-53,SE91,Sample location delocated to a 10km square (see metadata),490000,410000,495000,415000,4,1,,22.74,,0.73,,9.05,,1.83,,0.39,,7.47,,3.42,,2.64,,0.82,,2.4,,0.68,,4.94,,1.31,,4.25,,1.17,,1.61,,0.46,
SE91-X-53,SE91,Sample location delocated to a 10km square (see metadata),490000,410000,495000,415000,5,1,,27.7,,0.74,,6.59,,2.16,,0.39,,5.16,,2.72,,2.69,,0.67,,2.57,,0.7,,4.55,,1.36,,2.77,,1.74,,1.8,,0.38,
SE92-X-03,SE92,Sample location delocated to a 10km square (see metadata),490000,420000,495000,425000,2,4,,29.13,,1.4,,4.49,,3.47,,1.14,,3.82,,1.35,,4.34,,1.87,,4.76,,1.72,,4.85,,2.53,,1.05,,1.53,,3.91,,0.71,
SE92-X-03,SE92,Sample location delocated to a 10km square (see metadata),490000,420000,495000,425000,4,4,,35.78,,1.55,,5.62,,5.78,,1.74,,6.12,,1.88,,6.95,,2.69,,8.18,,2.31,,9.36,,4.01,,1.26,,2.33,,6.97,,0.81,
SE93-X-07,SE93,Sample location delocated to a 10km square (see metadata),490000,430000,495000,435000,2,2,,34.77,,1.33,,15.73,,4.4,,1.1,,11.08,,3.42,,5.11,,1.96,,6.65,,1.64,,8.88,,3.1,,3.72,,1.47,,4.91,,0.73,
SE93-X-07,SE93,Sample location delocated to a 10km square (see metadata),490000,430000,495000,435000,3,3,,36.8,,1.25,,11.08,,4.39,,0.81,,8.67,,2.77,,5.09,,1.86,,5.36,,1.68,,8.5,,2.64,,4.1,,1.4,,4.85,,0.73,
SE93-X-07,SE93,Sample location delocated to a 10km square (see metadata),490000,430000,495000,435000,5,4,,21.67,,0.76,,3.83,,2.34,,0.6,,3.47,,0.75,,3.09,,0.99,,4.09,,0.77,,4.44,,1.57,,0.83,,0.63,,2.06,,0.43,
SE95-X-24,SE95,Sample location delocated to a 10km square (see metadata),490000,450000,495000,455000,2,4,,20.81,,0.61,,4.47,,2.05,,0.5,,3.05,,0.66,,2.73,,0.77,,2.93,,0.8,,4.6,,1.09,,0.84,,0.53,,1.88,,0.4,
SE95-X-24,SE95,Sample location delocated to a 10km square (see metadata),490000,450000,495000,455000,4,4,,21.68,,0.56,,3.89,,1.94,,0.38,,2.82,,0.66,,2.43,,0.79,,2.43,,0.72,,4.03,,1.08,,0.88,,0.5,,1.51,,0.41,
SE99-X-31,SE99,Sample location delocated to a 10km square (see metadata),490000,490000,495000,495000,2,0,,22.78,,0.94,,2.57,,1.76,,1.5,,1.84,,1.44,,3.07,,1.31,,3.37,,0.67,,2.49,,2.31,,0.82,,2,,2.64,,0.36,
SE99-X-31,SE99,Sample location delocated to a 10km square (see metadata),490000,490000,495000,495000,3,0,,26.54,,1.42,,8.08,,3.89,,3.04,,4.94,,2.27,,5.51,,2.75,,5.61,,1.48,,5.49,,3.63,,2.73,,3.13,,5.1,,0.78,
SE99-X-81,SE99,Sample location delocated to a 10km square (see metadata),490000,490000,495000,495000,1,0,,22.99,,1,,4.51,,2.26,,1.55,,2.55,,1.96,,3.37,,1.47,,3.54,,0.8,,3.2,,2.32,,1.21,,2.22,,2.51,,0.54,
SE99-X-81,SE99,Sample location delocated to a 10km square (see metadata),490000,490000,495000,495000,2,0,,31.74,,2.11,,3.59,,3.78,,2.11,,2.69,,2.99,,5.56,,2.37,,5.75,,1.6,,4.93,,4.5,,1.55,,3.23,,4.21,,0.86,
SE99-X-81,SE99,Sample location delocated to a 10km square (see metadata),490000,490000,495000,495000,3,0,,23.6,,1.64,,5.18,,3.33,,1.46,,3.27,,2.43,,5.18,,1.79,,5.3,,1.01,,5.09,,3.56,,1.48,,3.43,,3.12,,0.57,
SE99-X-81,SE99,Sample location delocated to a 10km square (see metadata),490000,490000,495000,495000,4,0,,31.11,,2.81,,5.34,,5.48,,2.76,,3.69,,3.16,,8.26,,3.25,,7.73,,1.85,,6.17,,5.79,,2.03,,4.66,,5.53,,1.02,
SJ30-X-84,SJ30,Sample location delocated to a 10km square (see metadata),330000,300000,335000,305000,1,1,,31.65,,2.1,,5.33,,4.32,,1.7,,3.09,,2.61,,6.19,,2.31,,6.05,,1.2,,4.51,,3.96,,1.78,,3.4,,5.13,,0.86,
SJ33-X-92,SJ33,Sample location delocated to a 10km square (see metadata),330000,330000,335000,335000,1,1,,29.15,,1.89,,7.7,,4.75,,2.72,,4.71,,2.45,,5.87,,2.53,,5.39,,1.52,,5.16,,3.81,,2.47,,3.45,,4.97,,0.88,
SJ33-X-92,SJ33,Sample location delocated to a 10km square (see metadata),330000,330000,335000,335000,2,0,,21.26,,1.69,,7.36,,3.45,,2.77,,4.68,,1.96,,4.93,,2.41,,5.28,,1.48,,4.7,,4.04,,1.88,,2.99,,3.71,,0.69,
SJ33-X-92,SJ33,Sample location delocated to a 10km square (see metadata),330000,330000,335000,335000,3,0,,26.09,,1.95,,8.82,,4.65,,3.2,,5.42,,2.4,,6.02,,3.18,,5.78,,1.79,,5.6,,4.4,,2.76,,3.15,,5.03,,0.98,
SJ33-X-92,SJ33,Sample location delocated to a 10km square (see metadata),330000,330000,335000,335000,4,0,,19.08,,0.42,,1.15,,0.77,,0.49,,0.71,,0.83,,1.25,,0.57,,1.15,,0.47,,0.99,,0.85,,0.71,,0.72,,1.04,,0.33,
SJ33-X-92,SJ33,Sample location delocated to a 10km square (see metadata),330000,330000,335000,335000,5,0,,34.08,,1.66,,9.47,,5.11,,2.28,,6.62,,2.46,,6.17,,2.32,,5.66,,1.69,,6.29,,4.01,,3.61,,3.18,,5.36,,0.89,
SJ33-X-92,SJ33,Sample location delocated to a 10km square (see metadata),330000,330000,335000,335000,6,0,,29.93,,1.58,,6.85,,3.13,,2.9,,4.64,,2.18,,4,,2.42,,4.33,,1.64,,4.32,,3.27,,3.44,,2.45,,4.02,,0.94,
SJ46-X-59,SJ46,Sample location delocated to a 10km square (see metadata),340000,360000,345000,365000,1,1,,21.09,,0.99,,6.03,,2.41,,0.47,,4.27,,2.54,,3.72,,1.3,,3.58,,0.82,,4.39,,1.89,,2.08,,2.21,,3.1,,0.37,
SJ46-X-59,SJ46,Sample location delocated to a 10km square (see metadata),340000,360000,345000,365000,2,0,,21.14,,1.18,,5.11,,2.4,,0.74,,2.95,,1.61,,3.41,,1.29,,3.51,,0.72,,4.78,,2,,1.17,,1.92,,2.46,,0.36,
SJ46-X-59,SJ46,Sample location delocated to a 10km square (see metadata),340000,360000,345000,365000,4,0,,32.07,,2.88,,6.99,,5.43,,1.22,,4.5,,3.58,,7.54,,2.61,,7.18,,1.72,,6.48,,5.07,,2.02,,4.69,,6.4,,0.9,
SJ46-X-59,SJ46,Sample location delocated to a 10km square (see metadata),340000,360000,345000,365000,5,2,,34.16,,2.61,,4.02,,4.61,,2.34,,3.72,,3.01,,8.3,,2.8,,7.31,,1.48,,5.85,,4.62,,2.67,,5.03,,5.92,,0.76,
SJ46-X-66,SJ46,Sample location delocated to a 10km square (see metadata),340000,360000,345000,365000,1,1,,29.47,,2.29,,6.38,,4.19,,1.02,,4.02,,3.44,,5.71,,2.04,,6.23,,1.59,,7.06,,4.4,,2.45,,3.43,,4.27,,0.64,
SJ46-X-66,SJ46,Sample location delocated to a 10km square (see metadata),340000,360000,345000,365000,4,0,,23.55,,1.05,,4.07,,2.75,,1.27,,2.14,,1.66,,4.41,,1.86,,4.34,,1,,3.24,,2.78,,1.31,,1.78,,3.1,,0.5,
SJ52-X-53,SJ52,Sample location delocated to a 10km square (see metadata),350000,320000,355000,325000,1,1,,17.74,,0.96,,4.28,,2.22,,0.9,,2.79,,1.75,,3.47,,1.82,,3.78,,0.83,,3.88,,2.54,,1.23,,2.26,,2.75,,0.38,
SJ52-X-53,SJ52,Sample location delocated to a 10km square (see metadata),350000,320000,355000,325000,2,1,,10.07,,0.59,,6.22,,1.31,,0.58,,3.18,,1.89,,2.04,,0.71,,2.13,,0.5,,3.45,,1.45,,2.44,,1.39,,1.61,,0.29,
SJ52-X-53,SJ52,Sample location delocated to a 10km square (see metadata),350000,320000,355000,325000,3,0,,12.68,,0.7,,5.86,,1.51,,1.03,,3.23,,1.46,,2.25,,1.36,,2.65,,0.88,,3.17,,1.9,,1.65,,1.54,,1.88,,0.34,
SJ52-X-53,SJ52,Sample location delocated to a 10km square (see metadata),350000,320000,355000,325000,4,1,,15.42,,0.81,,5.01,,1.72,,0.81,,3.1,,1.36,,2.9,,1.49,,2.94,,0.74,,2.81,,1.73,,1.18,,2.07,,2.03,,0.32,
SJ54-X-60,SJ54,Sample location delocated to a 10km square (see metadata),350000,340000,355000,345000,1,0,,21.59,,1.32,,5.36,,2.97,,2.65,,3.92,,1.6,,4.87,,2.09,,4.81,,1.04,,4.08,,3.44,,1.94,,3.07,,3.72,,0.58,
SJ56-X-26,SJ56,Sample location delocated to a 10km square (see metadata),350000,360000,355000,365000,3,0,,21.97,,1.06,,4.38,,2.57,,1.64,,2.67,,1.44,,3.53,,1.58,,3.9,,0.88,,3.13,,2.93,,1.35,,2.13,,2.79,,0.53,
SJ68-X-80,SJ68,Sample location delocated to a 10km square (see metadata),360000,380000,365000,385000,1,0,,17.66,,0.51,,2.01,,1,,1.13,,1.21,,1.04,,2.05,,1.15,,2.18,,0.49,,1.29,,1.57,,0.74,,1.08,,2.04,,0.31,
SJ68-X-80,SJ68,Sample location delocated to a 10km square (see metadata),360000,380000,365000,385000,3,0,,16.52,,0.68,,3.05,,1.75,,1.1,,1.72,,1.14,,2.8,,1.11,,2.94,,0.53,,2.1,,1.89,,0.89,,1.27,,1.86,,0.38,
SJ68-X-80,SJ68,Sample location delocated to a 10km square (see metadata),360000,380000,365000,385000,4,0,,18.73,,0.65,,3.24,,1.72,,1.96,,2.22,,1.2,,3.2,,1.65,,3.52,,0.79,,1.79,,2.22,,1.44,,1.6,,2.36,,0.39,
SJ69-X-55,SJ69,Sample location delocated to a 10km square (see metadata),360000,390000,365000,395000,2,0,,16.07,,0.96,,2.94,,1.6,,0.89,,1.9,,1.24,,2.53,,0.92,,2.56,,0.55,,1.87,,1.48,,0.68,,1.53,,2.11,,0.34,
SJ69-X-55,SJ69,Sample location delocated to a 10km square (see metadata),360000,390000,365000,395000,4,0,,16.84,,0.83,,5.03,,1.45,,1.02,,2.76,,1.24,,1.92,,0.91,,2.08,,0.65,,1.91,,1.47,,1.14,,1.18,,1.58,,0.39,
SJ69-X-65,SJ69,Sample location delocated to a 10km square (see metadata),360000,390000,365000,395000,1,0,,17.26,,0.65,,5.44,,1.73,,1.53,,3.77,,0.93,,2.17,,0.89,,2.41,,0.6,,2.19,,1.64,,1.18,,1.38,,2.03,,0.32,
